participant.id_in_session,participant.code,participant.label,participant._current_app_name,participant.time_started,player.id_in_group,player.contribution,player.remaining_points,player.pointsLost,player.flagPointsLost,player.pointsWonNorms,player.automatic_decision,player.num_automatic_decisions,player.empiricalExpectations1,player.empiricalExpectations2,player.empiricalExpectations3,player.empiricalExpectations4,player.personalNormativeBeliefs1,player.personalNormativeBeliefs2,player.personalNormativeBeliefs3,player.personalNormativeBeliefs4,player.normativeExpectations1,player.normativeExpectations2,player.normativeExpectations3,player.normativeExpectations4,player.question_1,player.question_2,player.question_3,player.payoff,group.id_in_subsession,group.group_effort,group.flagGroupSuccess,subsession.round_number,session.code,team
8,uqmtty1y,0,dospert,2022-05-05,4,10.0,65,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,21,1,3,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,25.0,20,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,40,0,3,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,0.0,65,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,40,0,3,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,60,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,40,0,3,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,5.0,65,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,40,0,3,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,30,1,3,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,0.0,25,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,30,1,3,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,30.0,20,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,30,1,3,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,0.0,45,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,30,1,3,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,0.0,65,0,0,2,0,0,,,,,,,,,,,,,,,,65.0,2,0,1,4,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,0,1,4,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,0.0,70,0,0,2,0,0,,,,,,,,,,,,,,,,70.0,2,0,1,4,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,0.0,65,0,0,2,0,0,,,,,,,,,,,,,,,,65.0,2,0,1,4,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,0.0,0,20,1,2,0,0,,,,,,,,,,,,,,,,0.0,3,6,0,4,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,0.0,0,65,1,2,0,0,,,,,,,,,,,,,,,,0.0,3,6,0,4,last_round,9
11,yious46a,0,dospert,2022-05-05,3,5.0,0,55,1,0,0,0,,,,,,,,,,,,,,,,0.0,3,6,0,4,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,1.0,0,64,1,4,0,0,,,,,,,,,,,,,,,,0.0,3,6,0,4,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,2,0,0,,,,,,,,,,,,,,,,100.0,4,6,1,4,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,0.0,25,0,0,0,0,0,,,,,,,,,,,,,,,,25.0,4,6,1,4,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,3.0,17,0,0,6,0,0,,,,,,,,,,,,,,,,17.0,4,6,1,4,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,0.0,45,0,0,6,0,0,,,,,,,,,,,,,,,,45.0,4,6,1,4,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,15.0,85,0,0,0,0,0,20.0,15.0,15.0,5.0,13.0,13.0,12.0,12.0,13.0,13.0,15.0,15.0,,,,0.0,2,37,0,5,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,0.0,100,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,,,,0.0,2,37,0,5,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,12.0,88,0,0,0,0,0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0,10.0,,,,0.0,2,37,0,5,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,10.0,90,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,10.0,10.0,20.0,15.0,10.0,,,,0.0,2,37,0,5,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,25.0,75,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,0.0,3,50,0,5,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,0.0,100,0,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,0.0,3,50,0,5,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,90,0,0,0,0,0,10.0,20.0,40.0,10.0,10.0,40.0,20.0,10.0,10.0,30.0,40.0,20.0,,,,0.0,3,50,0,5,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,15.0,85,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,0.0,3,50,0,5,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,140,0,5,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,60.0,40,0,0,0,0,0,40.0,30.0,15.0,5.0,40.0,30.0,15.0,5.0,40.0,30.0,15.0,5.0,,,,0.0,4,140,0,5,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,20.0,80,0,0,0,0,0,20.0,30.0,10.0,10.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,,,,0.0,4,140,0,5,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,30.0,70,0,0,0,0,0,40.0,30.0,20.0,5.0,45.0,40.0,10.0,5.0,35.0,20.0,10.0,5.0,,,,0.0,4,140,0,5,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,20.0,65,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,149,0,6,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,100.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,149,0,6,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,14.0,74,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,149,0,6,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,15.0,75,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,149,0,6,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,10.0,65,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,35,0,6,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,5.0,95,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,35,0,6,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,80,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,35,0,6,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,10.0,75,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,35,0,6,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,75,1,6,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,25.0,15,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,75,1,6,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,20.0,60,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,75,1,6,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,10.0,60,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,75,1,6,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,4.0,61,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,13,0,7,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,13,0,7,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,4.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,13,0,7,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,5.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,13,0,7,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,25.0,40,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,65,0,7,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,5.0,90,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,65,0,7,last_round,9
11,yious46a,0,dospert,2022-05-05,3,20.0,60,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,65,0,7,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,15.0,60,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,65,0,7,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,10,1,7,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,0.0,15,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,10,1,7,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,10.0,50,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,10,1,7,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,0.0,60,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,10,1,7,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,1.0,60,0,0,2,0,0,,,,,,,,,,,,,,,,60.0,2,2,1,8,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,2,1,8,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,0.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,70.0,2,2,1,8,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,1.0,69,0,0,2,0,0,,,,,,,,,,,,,,,,69.0,2,2,1,8,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,20.0,20,0,0,0,0,0,,,,,,,,,,,,,,,,20.0,3,68,1,8,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,13.0,77,0,0,2,0,0,,,,,,,,,,,,,,,,77.0,3,68,1,8,last_round,9
11,yious46a,0,dospert,2022-05-05,3,20.0,40,0,0,0,0,0,,,,,,,,,,,,,,,,40.0,3,68,1,8,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,15.0,45,0,0,6,0,0,,,,,,,,,,,,,,,,45.0,3,68,1,8,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,100.0,4,20,1,8,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,0.0,15,0,0,6,0,0,,,,,,,,,,,,,,,,15.0,4,20,1,8,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,20.0,30,0,0,2,0,0,,,,,,,,,,,,,,,,30.0,4,20,1,8,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,0.0,60,0,0,4,0,0,,,,,,,,,,,,,,,,60.0,4,20,1,8,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,15.0,85,0,0,0,0,0,15.0,15.0,15.0,15.0,13.0,13.0,12.0,12.0,15.0,15.0,15.0,15.0,,,,0.0,2,89,0,9,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,50.0,50,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,0.0,2,89,0,9,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,14.0,86,0,0,0,0,0,6.0,50.0,20.0,4.0,13.0,14.0,13.0,12.0,13.0,13.0,13.0,13.0,,,,0.0,2,89,0,9,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,10.0,90,0,0,0,0,0,10.0,10.0,10.0,15.0,10.0,20.0,10.0,5.0,10.0,15.0,10.0,5.0,,,,0.0,2,89,0,9,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,25.0,75,0,0,0,0,0,25.0,15.0,25.0,25.0,15.0,20.0,25.0,15.0,25.0,15.0,10.0,20.0,,,,0.0,3,100,0,9,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,50.0,50,0,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,0.0,3,100,0,9,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,90,0,0,0,0,0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,40.0,10.0,20.0,20.0,10.0,,,,0.0,3,100,0,9,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,15.0,85,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,0.0,3,100,0,9,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,180,0,9,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,75.0,25,0,0,0,0,0,40.0,30.0,15.0,5.0,40.0,30.0,15.0,5.0,40.0,30.0,15.0,5.0,,,,0.0,4,180,0,9,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,40.0,60,0,0,0,0,0,20.0,20.0,10.0,22.0,10.0,30.0,20.0,20.0,10.0,30.0,33.0,21.0,,,,0.0,4,180,0,9,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,25.0,75,0,0,0,0,0,30.0,20.0,10.0,5.0,30.0,20.0,5.0,0.0,35.0,25.0,10.0,5.0,,,,0.0,4,180,0,9,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,15.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,69,0,10,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,30.0,20,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,69,0,10,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,14.0,72,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,69,0,10,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,10.0,80,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,69,0,10,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,25.0,50,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,50,0,10,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,0.0,50,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,50,0,10,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,80,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,50,0,10,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,15.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,50,0,10,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,35,1,10,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,5.0,20,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,35,1,10,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,30.0,30,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,35,1,10,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,0.0,75,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,35,1,10,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,12.0,58,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,34,0,11,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,10.0,10,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,34,0,11,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,2.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,34,0,11,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,10.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,34,0,11,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,10.0,40,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,35,0,11,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,0.0,50,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,35,0,11,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,35,0,11,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,15.0,55,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,35,0,11,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,2,1,11,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,0.0,20,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,2,1,11,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,2.0,28,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,2,1,11,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,0.0,75,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,2,1,11,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,3.0,55,0,0,6,0,0,,,,,,,,,,,,,,,,55.0,2,24,1,12,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,10.0,0,0,0,0,1,1,,,,,,,,,,,,,,,,0.0,2,24,1,12,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,6.0,64,0,0,2,0,0,,,,,,,,,,,,,,,,64.0,2,24,1,12,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,5.0,65,0,0,2,0,0,,,,,,,,,,,,,,,,65.0,2,24,1,12,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,5.0,0,35,1,6,0,0,,,,,,,,,,,,,,,,0.0,3,25,1,12,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,0.0,0,50,1,2,0,0,,,,,,,,,,,,,,,,0.0,3,25,1,12,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,0,60,1,4,0,0,,,,,,,,,,,,,,,,0.0,3,25,1,12,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,10.0,0,45,1,2,0,0,,,,,,,,,,,,,,,,0.0,3,25,1,12,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,100.0,4,2,1,12,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,0.0,20,0,0,2,0,0,,,,,,,,,,,,,,,,20.0,4,2,1,12,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,1.0,27,0,0,0,0,0,,,,,,,,,,,,,,,,27.0,4,2,1,12,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,0.0,75,0,0,2,0,0,,,,,,,,,,,,,,,,75.0,4,2,1,12,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,15.0,85,0,0,0,0,0,15.0,20.0,25.0,3.0,16.0,16.0,16.0,5.0,15.0,15.0,15.0,15.0,,,,0.0,2,53,0,13,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,53,0,13,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,14.0,86,0,0,0,0,0,15.0,30.0,20.0,6.0,14.0,14.0,12.0,12.0,13.0,13.0,13.0,13.0,,,,0.0,2,53,0,13,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,10.0,90,0,0,0,0,0,10.0,10.0,10.0,5.0,10.0,15.0,10.0,5.0,10.0,10.0,10.0,5.0,,,,0.0,2,53,0,13,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,25.0,75,0,0,0,0,0,10.0,15.0,15.0,10.0,20.0,15.0,15.0,20.0,15.0,15.0,15.0,20.0,,,,0.0,3,50,0,13,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,0.0,100,0,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,0.0,3,50,0,13,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,90,0,0,0,0,0,10.0,10.0,10.0,10.0,10.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,,,,0.0,3,50,0,13,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,15.0,85,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,0.0,3,50,0,13,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,114,0,13,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,50.0,50,0,0,0,0,0,75.0,15.0,5.0,0.0,75.0,15.0,5.0,0.0,40.0,30.0,5.0,0.0,,,,0.0,4,114,0,13,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,4.0,96,0,0,0,0,0,30.0,30.0,20.0,10.0,2.0,6.0,3.0,2.0,30.0,40.0,20.0,3.0,,,,0.0,4,114,0,13,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,10.0,90,0,0,0,0,0,40.0,20.0,2.0,1.0,25.0,20.0,5.0,0.0,40.0,20.0,2.0,2.0,,,,0.0,4,114,0,13,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,15.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,52,0,14,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,52,0,14,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,12.0,74,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,52,0,14,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,10.0,80,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,52,0,14,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,5.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,30,0,14,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,0.0,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,30,0,14,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,80,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,30,0,14,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,15.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,30,0,14,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,55,0,14,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,35.0,15,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,55,0,14,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,20.0,76,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,55,0,14,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,0.0,90,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,55,0,14,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,15.0,55,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,39,0,15,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,39,0,15,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,4.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,39,0,15,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,10.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,2,39,0,15,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,10.0,60,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,25,0,15,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,0.0,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,25,0,15,last_round,9
11,yious46a,0,dospert,2022-05-05,3,10.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,25,0,15,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,5.0,65,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,3,25,0,15,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,17,0,15,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,5.0,10,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,17,0,15,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,6.0,70,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,17,0,15,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,0.0,90,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,4,17,0,15,last_round,11
5,bjm0b2y0,0,dospert,2022-05-05,1,20.0,35,0,0,4,0,0,,,,,,,,,,,,,,,,35.0,2,71,1,16,last_round,7
6,c6kzz258,INACTIVE,risk_lottery_eg2,2022-05-05,2,,100,0,0,0,0,0,,,,,,,,,,,,,,,,100.0,2,71,1,16,last_round,7
7,2s39ub8j,0,dospert,2022-05-05,3,18.0,52,0,0,4,0,0,,,,,,,,,,,,,,,,52.0,2,71,1,16,last_round,7
8,uqmtty1y,0,dospert,2022-05-05,4,15.0,55,0,0,2,0,0,,,,,,,,,,,,,,,,55.0,2,71,1,16,last_round,7
9,b3mb5jqj,0,dospert,2022-05-05,1,25.0,35,0,0,4,0,0,,,,,,,,,,,,,,,,35.0,3,90,0,16,last_round,9
10,ra9ibhf8,0,dospert,2022-05-05,2,25.0,75,0,0,2,0,0,,,,,,,,,,,,,,,,75.0,3,90,0,16,last_round,9
11,yious46a,0,dospert,2022-05-05,3,30.0,40,0,0,2,0,0,,,,,,,,,,,,,,,,40.0,3,90,0,16,last_round,9
12,j5l46011,0,dospert,2022-05-05,4,10.0,55,0,0,6,0,0,,,,,,,,,,,,,,,,55.0,3,90,0,16,last_round,9
13,7u6f40ep,INACTIVE,risk_lottery_eg2,2022-05-05,1,,100,0,0,0,0,0,,,,,,,,,,,,,,,,100.0,4,30,1,16,last_round,11
14,q7rb0lmf,0,dospert,2022-05-05,2,5.0,5,0,0,6,0,0,,,,,,,,,,,,,,,,5.0,4,30,1,16,last_round,11
15,t85vpyj4,0,dospert,2022-05-05,3,5.0,65,0,0,0,0,0,,,,,,,,,,,,,,,,65.0,4,30,1,16,last_round,11
16,wby2fhph,0,dospert,2022-05-05,4,10.0,80,0,0,6,0,0,,,,,,,,,,,,,,,,80.0,4,30,1,16,last_round,11
